drink_name,category,brand,price_usd,alcohol_level_abv,taste_node,availability_score,place_type
Gin 2467,spirits/cocktails,Bacardi,57.5,21.0,Citrusy / Sour,Medium,global
Gin 2468,spirits/cocktails,Patron,58.25,22.0,Herbal / Floral,High,global
Scotch 2469,spirits/cocktails,Absolut,59.0,23.0,Smoky,High,global
Cognac 2470,wine,Smirnoff,59.75,24.0,Rich / Fruity,Medium,global
Vodka 2471,spirits/cocktails,Moet & Chandon,60.5,25.0,Dry / Crisp,High,global
Aged Bourbon 2472,spirits/cocktails,La Marca,61.25,26.0,Nutty / Woody,High,global
Bourbon 2473,spirits/cocktails,Barefoot,62.0,27.0,Sweet,Medium,global
Rye Whiskey 2474,spirits/cocktails,Robert Mondavi,62.75,28.0,Spicy,High,global
Gin 2475,spirits/cocktails,Kim Crawford,63.5,29.0,Citrusy / Sour,High,global
Gin 2476,spirits/cocktails,Crown Royal,64.25,30.0,Herbal / Floral,Medium,global
Scotch 2477,spirits/cocktails,Buffalo Trace,65.0,31.0,Smoky,High,global
Cognac 2478,wine,Bulleit,65.75,32.0,Rich / Fruity,High,global
Vodka 2479,spirits/cocktails,Captain Morgan,66.5,33.0,Dry / Crisp,Medium,global
Aged Bourbon 2480,spirits/cocktails,Don Julio,67.25,34.0,Nutty / Woody,High,global
Bourbon 2481,spirits/cocktails,Jameson,68.0,35.0,Sweet,High,global
Rye Whiskey 2482,spirits/cocktails,Jack Daniel's,68.75,36.0,Spicy,Medium,global
Gin 2483,spirits/cocktails,Johnnie Walker,69.5,37.0,Citrusy / Sour,High,global
Gin 2484,spirits/cocktails,Glenfiddich,70.25,38.0,Herbal / Floral,High,global
Scotch 2485,spirits/cocktails,Gordon's,71.0,39.0,Smoky,Medium,global
Cognac 2486,wine,Tanqueray,71.75,5.0,Rich / Fruity,High,global
Vodka 2487,spirits/cocktails,Bacardi,72.5,6.0,Dry / Crisp,High,global
Aged Bourbon 2488,spirits/cocktails,Patron,73.25,7.0,Nutty / Woody,Medium,global
Bourbon 2489,spirits/cocktails,Absolut,74.0,8.0,Sweet,High,global
Rye Whiskey 2490,spirits/cocktails,Smirnoff,74.75,9.0,Spicy,High,global
Gin 2491,spirits/cocktails,Moet & Chandon,75.5,10.0,Citrusy / Sour,Medium,global
Gin 2492,spirits/cocktails,La Marca,76.25,11.0,Herbal / Floral,High,global
Scotch 2493,spirits/cocktails,Barefoot,77.0,12.0,Smoky,High,global
Cognac 2494,wine,Robert Mondavi,77.75,13.0,Rich / Fruity,Medium,global
Vodka 2495,spirits/cocktails,Kim Crawford,78.5,14.0,Dry / Crisp,High,global
Aged Bourbon 2496,spirits/cocktails,Crown Royal,79.25,15.0,Nutty / Woody,High,global
Bourbon 2497,spirits/cocktails,Buffalo Trace,80.0,16.0,Sweet,Medium,global
Rye Whiskey 2498,spirits/cocktails,Bulleit,80.75,17.0,Spicy,High,global
Gin 2499,spirits/cocktails,Captain Morgan,81.5,18.0,Citrusy / Sour,High,global
Gin 2500,spirits/cocktails,Don Julio,82.25,19.0,Herbal / Floral,Medium,global
Scotch 2501,spirits/cocktails,Jameson,83.0,20.0,Smoky,High,global
Cognac 2502,wine,Jack Daniel's,83.75,21.0,Rich / Fruity,High,global
Vodka 2503,spirits/cocktails,Johnnie Walker,84.5,22.0,Dry / Crisp,Medium,global
Aged Bourbon 2504,spirits/cocktails,Glenfiddich,85.25,23.0,Nutty / Woody,High,global
Bourbon 2505,spirits/cocktails,Gordon's,86.0,24.0,Sweet,High,global
Rye Whiskey 2506,spirits/cocktails,Tanqueray,86.75,25.0,Spicy,Medium,global
Gin 2507,spirits/cocktails,Bacardi,87.5,26.0,Citrusy / Sour,High,global
Gin 2508,spirits/cocktails,Patron,88.25,27.0,Herbal / Floral,High,global
Scotch 2509,spirits/cocktails,Absolut,89.0,28.0,Smoky,Medium,global
Cognac 2510,wine,Smirnoff,89.75,29.0,Rich / Fruity,High,global
Vodka 2511,spirits/cocktails,Moet & Chandon,90.5,30.0,Dry / Crisp,High,global
Aged Bourbon 2512,spirits/cocktails,La Marca,91.25,31.0,Nutty / Woody,Medium,global
Bourbon 2513,spirits/cocktails,Barefoot,92.0,32.0,Sweet,High,global
Rye Whiskey 2514,spirits/cocktails,Robert Mondavi,92.75,33.0,Spicy,High,global
Gin 2515,spirits/cocktails,Kim Crawford,93.5,34.0,Citrusy / Sour,Medium,global
Gin 2516,spirits/cocktails,Crown Royal,94.25,35.0,Herbal / Floral,High,global
Scotch 2517,spirits/cocktails,Buffalo Trace,95.0,36.0,Smoky,High,global
Cognac 2518,wine,Bulleit,95.75,37.0,Rich / Fruity,Medium,global
Vodka 2519,spirits/cocktails,Captain Morgan,96.5,38.0,Dry / Crisp,High,global
Aged Bourbon 2520,spirits/cocktails,Don Julio,97.25,39.0,Nutty / Woody,High,global
Bourbon 2521,spirits/cocktails,Jameson,8.0,5.0,Sweet,Medium,global
Rye Whiskey 2522,spirits/cocktails,Jack Daniel's,8.75,6.0,Spicy,High,global
Gin 2523,spirits/cocktails,Johnnie Walker,9.5,7.0,Citrusy / Sour,High,global
Gin 2524,spirits/cocktails,Glenfiddich,10.25,8.0,Herbal / Floral,Medium,global
Scotch 2525,spirits/cocktails,Gordon's,11.0,9.0,Smoky,High,global
Cognac 2526,wine,Tanqueray,11.75,10.0,Rich / Fruity,High,global
Vodka 2527,spirits/cocktails,Bacardi,12.5,11.0,Dry / Crisp,Medium,global
Aged Bourbon 2528,spirits/cocktails,Patron,13.25,12.0,Nutty / Woody,High,global
Bourbon 2529,spirits/cocktails,Absolut,14.0,13.0,Sweet,High,global
Rye Whiskey 2530,spirits/cocktails,Smirnoff,14.75,14.0,Spicy,Medium,global
Gin 2531,spirits/cocktails,Moet & Chandon,15.5,15.0,Citrusy / Sour,High,global
Gin 2532,spirits/cocktails,La Marca,16.25,16.0,Herbal / Floral,High,global
Scotch 2533,spirits/cocktails,Barefoot,17.0,17.0,Smoky,Medium,global
Cognac 2534,wine,Robert Mondavi,17.75,18.0,Rich / Fruity,High,global
Vodka 2535,spirits/cocktails,Kim Crawford,18.5,19.0,Dry / Crisp,High,global
Aged Bourbon 2536,spirits/cocktails,Crown Royal,19.25,20.0,Nutty / Woody,Medium,global
Bourbon 2537,spirits/cocktails,Buffalo Trace,20.0,21.0,Sweet,High,global
Rye Whiskey 2538,spirits/cocktails,Bulleit,20.75,22.0,Spicy,High,global
Gin 2539,spirits/cocktails,Captain Morgan,21.5,23.0,Citrusy / Sour,Medium,global
Gin 2540,spirits/cocktails,Don Julio,22.25,24.0,Herbal / Floral,High,global
Scotch 2541,spirits/cocktails,Jameson,23.0,25.0,Smoky,High,global
Cognac 2542,wine,Jack Daniel's,23.75,26.0,Rich / Fruity,Medium,global
Vodka 2543,spirits/cocktails,Johnnie Walker,24.5,27.0,Dry / Crisp,High,global
Aged Bourbon 2544,spirits/cocktails,Glenfiddich,25.25,28.0,Nutty / Woody,High,global
Bourbon 2545,spirits/cocktails,Gordon's,26.0,29.0,Sweet,Medium,global
Rye Whiskey 2546,spirits/cocktails,Tanqueray,26.75,30.0,Spicy,High,global
Gin 2547,spirits/cocktails,Bacardi,27.5,31.0,Citrusy / Sour,High,global
Gin 2548,spirits/cocktails,Patron,28.25,32.0,Herbal / Floral,Medium,global
Scotch 2549,spirits/cocktails,Absolut,29.0,33.0,Smoky,High,global
Cognac 2550,wine,Smirnoff,29.75,34.0,Rich / Fruity,High,global
Vodka 2551,spirits/cocktails,Moet & Chandon,30.5,35.0,Dry / Crisp,Medium,global
Aged Bourbon 2552,spirits/cocktails,La Marca,31.25,36.0,Nutty / Woody,High,global
Bourbon 2553,spirits/cocktails,Barefoot,32.0,37.0,Sweet,High,global
Rye Whiskey 2554,spirits/cocktails,Robert Mondavi,32.75,38.0,Spicy,Medium,global
Gin 2555,spirits/cocktails,Kim Crawford,33.5,39.0,Citrusy / Sour,High,global
Gin 2556,spirits/cocktails,Crown Royal,34.25,5.0,Herbal / Floral,High,global
Scotch 2557,spirits/cocktails,Buffalo Trace,35.0,6.0,Smoky,Medium,global
Cognac 2558,wine,Bulleit,35.75,7.0,Rich / Fruity,High,global
Vodka 2559,spirits/cocktails,Captain Morgan,36.5,8.0,Dry / Crisp,High,global
Aged Bourbon 2560,spirits/cocktails,Don Julio,37.25,9.0,Nutty / Woody,Medium,global
Bourbon 2561,spirits/cocktails,Jameson,38.0,10.0,Sweet,High,global
Rye Whiskey 2562,spirits/cocktails,Jack Daniel's,38.75,11.0,Spicy,High,global
Gin 2563,spirits/cocktails,Johnnie Walker,39.5,12.0,Citrusy / Sour,Medium,global
Gin 2564,spirits/cocktails,Glenfiddich,40.25,13.0,Herbal / Floral,High,global
Scotch 2565,spirits/cocktails,Gordon's,41.0,14.0,Smoky,High,global
Cognac 2566,wine,Tanqueray,41.75,15.0,Rich / Fruity,Medium,global
Vodka 2567,spirits/cocktails,Bacardi,42.5,16.0,Dry / Crisp,High,global
Aged Bourbon 2568,spirits/cocktails,Patron,43.25,17.0,Nutty / Woody,High,global
Bourbon 2569,spirits/cocktails,Absolut,44.0,18.0,Sweet,Medium,global
Rye Whiskey 2570,spirits/cocktails,Smirnoff,44.75,19.0,Spicy,High,global
Gin 2571,spirits/cocktails,Moet & Chandon,45.5,20.0,Citrusy / Sour,High,global
Gin 2572,spirits/cocktails,La Marca,46.25,21.0,Herbal / Floral,Medium,global
Scotch 2573,spirits/cocktails,Barefoot,47.0,22.0,Smoky,High,global
Cognac 2574,wine,Robert Mondavi,47.75,23.0,Rich / Fruity,High,global
Vodka 2575,spirits/cocktails,Kim Crawford,48.5,24.0,Dry / Crisp,Medium,global
Aged Bourbon 2576,spirits/cocktails,Crown Royal,49.25,25.0,Nutty / Woody,High,global
Bourbon 2577,spirits/cocktails,Buffalo Trace,50.0,26.0,Sweet,High,global
Rye Whiskey 2578,spirits/cocktails,Bulleit,50.75,27.0,Spicy,Medium,global
Gin 2579,spirits/cocktails,Captain Morgan,51.5,28.0,Citrusy / Sour,High,global
Gin 2580,spirits/cocktails,Don Julio,52.25,29.0,Herbal / Floral,High,global
Scotch 2581,spirits/cocktails,Jameson,53.0,30.0,Smoky,Medium,global
Cognac 2582,wine,Jack Daniel's,53.75,31.0,Rich / Fruity,High,global
Vodka 2583,spirits/cocktails,Johnnie Walker,54.5,32.0,Dry / Crisp,High,global
Aged Bourbon 2584,spirits/cocktails,Glenfiddich,55.25,33.0,Nutty / Woody,Medium,global
Bourbon 2585,spirits/cocktails,Gordon's,56.0,34.0,Sweet,High,global
Rye Whiskey 2586,spirits/cocktails,Tanqueray,56.75,35.0,Spicy,High,global
Gin 2587,spirits/cocktails,Bacardi,57.5,36.0,Citrusy / Sour,Medium,global
Gin 2588,spirits/cocktails,Patron,58.25,37.0,Herbal / Floral,High,global
Scotch 2589,spirits/cocktails,Absolut,59.0,38.0,Smoky,High,global
Cognac 2590,wine,Smirnoff,59.75,39.0,Rich / Fruity,Medium,global
Vodka 2591,spirits/cocktails,Moet & Chandon,60.5,5.0,Dry / Crisp,High,global
Aged Bourbon 2592,spirits/cocktails,La Marca,61.25,6.0,Nutty / Woody,High,global
Bourbon 2593,spirits/cocktails,Barefoot,62.0,7.0,Sweet,Medium,global
Rye Whiskey 2594,spirits/cocktails,Robert Mondavi,62.75,8.0,Spicy,High,global
Gin 2595,spirits/cocktails,Kim Crawford,63.5,9.0,Citrusy / Sour,High,global
Gin 2596,spirits/cocktails,Crown Royal,64.25,10.0,Herbal / Floral,Medium,global
Scotch 2597,spirits/cocktails,Buffalo Trace,65.0,11.0,Smoky,High,global
Cognac 2598,wine,Bulleit,65.75,12.0,Rich / Fruity,High,global
Vodka 2599,spirits/cocktails,Captain Morgan,66.5,13.0,Dry / Crisp,Medium,global
Aged Bourbon 2600,spirits/cocktails,Don Julio,67.25,14.0,Nutty / Woody,High,global
Bourbon 2601,spirits/cocktails,Jameson,68.0,15.0,Sweet,High,global
Rye Whiskey 2602,spirits/cocktails,Jack Daniel's,68.75,16.0,Spicy,Medium,global
Gin 2603,spirits/cocktails,Johnnie Walker,69.5,17.0,Citrusy / Sour,High,global
Gin 2604,spirits/cocktails,Glenfiddich,70.25,18.0,Herbal / Floral,High,global
Scotch 2605,spirits/cocktails,Gordon's,71.0,19.0,Smoky,Medium,global
Cognac 2606,wine,Tanqueray,71.75,20.0,Rich / Fruity,High,global
Vodka 2607,spirits/cocktails,Bacardi,72.5,21.0,Dry / Crisp,High,global
Aged Bourbon 2608,spirits/cocktails,Patron,73.25,22.0,Nutty / Woody,Medium,global
Bourbon 2609,spirits/cocktails,Absolut,74.0,23.0,Sweet,High,global
Rye Whiskey 2610,spirits/cocktails,Smirnoff,74.75,24.0,Spicy,High,global
Gin 2611,spirits/cocktails,Moet & Chandon,75.5,25.0,Citrusy / Sour,Medium,global
Gin 2612,spirits/cocktails,La Marca,76.25,26.0,Herbal / Floral,High,global
Scotch 2613,spirits/cocktails,Barefoot,77.0,27.0,Smoky,High,global
Cognac 2614,wine,Robert Mondavi,77.75,28.0,Rich / Fruity,Medium,global
Vodka 2615,spirits/cocktails,Kim Crawford,78.5,29.0,Dry / Crisp,High,global
Aged Bourbon 2616,spirits/cocktails,Crown Royal,79.25,30.0,Nutty / Woody,High,global
Bourbon 2617,spirits/cocktails,Buffalo Trace,80.0,31.0,Sweet,Medium,global
Rye Whiskey 2618,spirits/cocktails,Bulleit,80.75,32.0,Spicy,High,global
Gin 2619,spirits/cocktails,Captain Morgan,81.5,33.0,Citrusy / Sour,High,global
Gin 2620,spirits/cocktails,Don Julio,82.25,34.0,Herbal / Floral,Medium,global
Scotch 2621,spirits/cocktails,Jameson,83.0,35.0,Smoky,High,global
Cognac 2622,wine,Jack Daniel's,83.75,36.0,Rich / Fruity,High,global
Vodka 2623,spirits/cocktails,Johnnie Walker,84.5,37.0,Dry / Crisp,Medium,global
Aged Bourbon 2624,spirits/cocktails,Glenfiddich,85.25,38.0,Nutty / Woody,High,global
Bourbon 2625,spirits/cocktails,Gordon's,86.0,39.0,Sweet,High,global
Rye Whiskey 2626,spirits/cocktails,Tanqueray,86.75,5.0,Spicy,Medium,global
Gin 2627,spirits/cocktails,Bacardi,87.5,6.0,Citrusy / Sour,High,global
Gin 2628,spirits/cocktails,Patron,88.25,7.0,Herbal / Floral,High,global
Scotch 2629,spirits/cocktails,Absolut,89.0,8.0,Smoky,Medium,global
Cognac 2630,wine,Smirnoff,89.75,9.0,Rich / Fruity,High,global
Vodka 2631,spirits/cocktails,Moet & Chandon,90.5,10.0,Dry / Crisp,High,global
Aged Bourbon 2632,spirits/cocktails,La Marca,91.25,11.0,Nutty / Woody,Medium,global
Bourbon 2633,spirits/cocktails,Barefoot,92.0,12.0,Sweet,High,global
Rye Whiskey 2634,spirits/cocktails,Robert Mondavi,92.75,13.0,Spicy,High,global
Gin 2635,spirits/cocktails,Kim Crawford,93.5,14.0,Citrusy / Sour,Medium,global
Gin 2636,spirits/cocktails,Crown Royal,94.25,15.0,Herbal / Floral,High,global
Scotch 2637,spirits/cocktails,Buffalo Trace,95.0,16.0,Smoky,High,global
Cognac 2638,wine,Bulleit,95.75,17.0,Rich / Fruity,Medium,global
Vodka 2639,spirits/cocktails,Captain Morgan,96.5,18.0,Dry / Crisp,High,global
Aged Bourbon 2640,spirits/cocktails,Don Julio,97.25,19.0,Nutty / Woody,High,global
Bourbon 2641,spirits/cocktails,Jameson,8.0,20.0,Sweet,Medium,global
Rye Whiskey 2642,spirits/cocktails,Jack Daniel's,8.75,21.0,Spicy,High,global
Gin 2643,spirits/cocktails,Johnnie Walker,9.5,22.0,Citrusy / Sour,High,global
Gin 2644,spirits/cocktails,Glenfiddich,10.25,23.0,Herbal / Floral,Medium,global
Scotch 2645,spirits/cocktails,Gordon's,11.0,24.0,Smoky,High,global
Cognac 2646,wine,Tanqueray,11.75,25.0,Rich / Fruity,High,global
Vodka 2647,spirits/cocktails,Bacardi,12.5,26.0,Dry / Crisp,Medium,global
Aged Bourbon 2648,spirits/cocktails,Patron,13.25,27.0,Nutty / Woody,High,global
Bourbon 2649,spirits/cocktails,Absolut,14.0,28.0,Sweet,High,global
Rye Whiskey 2650,spirits/cocktails,Smirnoff,14.75,29.0,Spicy,Medium,global
Gin 2651,spirits/cocktails,Moet & Chandon,15.5,30.0,Citrusy / Sour,High,global
Gin 2652,spirits/cocktails,La Marca,16.25,31.0,Herbal / Floral,High,global
Scotch 2653,spirits/cocktails,Barefoot,17.0,32.0,Smoky,Medium,global
Cognac 2654,wine,Robert Mondavi,17.75,33.0,Rich / Fruity,High,global
Vodka 2655,spirits/cocktails,Kim Crawford,18.5,34.0,Dry / Crisp,High,global
Aged Bourbon 2656,spirits/cocktails,Crown Royal,19.25,35.0,Nutty / Woody,Medium,global
Bourbon 2657,spirits/cocktails,Buffalo Trace,20.0,36.0,Sweet,High,global
Rye Whiskey 2658,spirits/cocktails,Bulleit,20.75,37.0,Spicy,High,global
Gin 2659,spirits/cocktails,Captain Morgan,21.5,38.0,Citrusy / Sour,Medium,global
Gin 2660,spirits/cocktails,Don Julio,22.25,39.0,Herbal / Floral,High,global
Scotch 2661,spirits/cocktails,Jameson,23.0,5.0,Smoky,High,global
Cognac 2662,wine,Jack Daniel's,23.75,6.0,Rich / Fruity,Medium,global
Vodka 2663,spirits/cocktails,Johnnie Walker,24.5,7.0,Dry / Crisp,High,global
Aged Bourbon 2664,spirits/cocktails,Glenfiddich,25.25,8.0,Nutty / Woody,High,global
Bourbon 2665,spirits/cocktails,Gordon's,26.0,9.0,Sweet,Medium,global
Rye Whiskey 2666,spirits/cocktails,Tanqueray,26.75,10.0,Spicy,High,global
Gin 2667,spirits/cocktails,Bacardi,27.5,11.0,Citrusy / Sour,High,global
Gin 2668,spirits/cocktails,Patron,28.25,12.0,Herbal / Floral,Medium,global
Scotch 2669,spirits/cocktails,Absolut,29.0,13.0,Smoky,High,global
Cognac 2670,wine,Smirnoff,29.75,14.0,Rich / Fruity,High,global
Vodka 2671,spirits/cocktails,Moet & Chandon,30.5,15.0,Dry / Crisp,Medium,global
Aged Bourbon 2672,spirits/cocktails,La Marca,31.25,16.0,Nutty / Woody,High,global
Bourbon 2673,spirits/cocktails,Barefoot,32.0,17.0,Sweet,High,global
Rye Whiskey 2674,spirits/cocktails,Robert Mondavi,32.75,18.0,Spicy,Medium,global
Gin 2675,spirits/cocktails,Kim Crawford,33.5,19.0,Citrusy / Sour,High,global
Gin 2676,spirits/cocktails,Crown Royal,34.25,20.0,Herbal / Floral,High,global
Scotch 2677,spirits/cocktails,Buffalo Trace,35.0,21.0,Smoky,Medium,global
Cognac 2678,wine,Bulleit,35.75,22.0,Rich / Fruity,High,global
Vodka 2679,spirits/cocktails,Captain Morgan,36.5,23.0,Dry / Crisp,High,global
Aged Bourbon 2680,spirits/cocktails,Don Julio,37.25,24.0,Nutty / Woody,Medium,global
Bourbon 2681,spirits/cocktails,Jameson,38.0,25.0,Sweet,High,global
Rye Whiskey 2682,spirits/cocktails,Jack Daniel's,38.75,26.0,Spicy,High,global
Gin 2683,spirits/cocktails,Johnnie Walker,39.5,27.0,Citrusy / Sour,Medium,global
Gin 2684,spirits/cocktails,Glenfiddich,40.25,28.0,Herbal / Floral,High,global
Scotch 2685,spirits/cocktails,Gordon's,41.0,29.0,Smoky,High,global
Cognac 2686,wine,Tanqueray,41.75,30.0,Rich / Fruity,Medium,global
Vodka 2687,spirits/cocktails,Bacardi,42.5,31.0,Dry / Crisp,High,global
Aged Bourbon 2688,spirits/cocktails,Patron,43.25,32.0,Nutty / Woody,High,global
Bourbon 2689,spirits/cocktails,Absolut,44.0,33.0,Sweet,Medium,global
Rye Whiskey 2690,spirits/cocktails,Smirnoff,44.75,34.0,Spicy,High,global
Gin 2691,spirits/cocktails,Moet & Chandon,45.5,35.0,Citrusy / Sour,High,global
Gin 2692,spirits/cocktails,La Marca,46.25,36.0,Herbal / Floral,Medium,global
Scotch 2693,spirits/cocktails,Barefoot,47.0,37.0,Smoky,High,global
Cognac 2694,wine,Robert Mondavi,47.75,38.0,Rich / Fruity,High,global
Vodka 2695,spirits/cocktails,Kim Crawford,48.5,39.0,Dry / Crisp,Medium,global
Aged Bourbon 2696,spirits/cocktails,Crown Royal,49.25,5.0,Nutty / Woody,High,global
Bourbon 2697,spirits/cocktails,Buffalo Trace,50.0,6.0,Sweet,High,global
Rye Whiskey 2698,spirits/cocktails,Bulleit,50.75,7.0,Spicy,Medium,global
Gin 2699,spirits/cocktails,Captain Morgan,51.5,8.0,Citrusy / Sour,High,global
Gin 2700,spirits/cocktails,Don Julio,52.25,9.0,Herbal / Floral,High,global
Scotch 2701,spirits/cocktails,Jameson,53.0,10.0,Smoky,Medium,global
Cognac 2702,wine,Jack Daniel's,53.75,11.0,Rich / Fruity,High,global
Vodka 2703,spirits/cocktails,Johnnie Walker,54.5,12.0,Dry / Crisp,High,global
Aged Bourbon 2704,spirits/cocktails,Glenfiddich,55.25,13.0,Nutty / Woody,Medium,global
Bourbon 2705,spirits/cocktails,Gordon's,56.0,14.0,Sweet,High,global
Rye Whiskey 2706,spirits/cocktails,Tanqueray,56.75,15.0,Spicy,High,global
Gin 2707,spirits/cocktails,Bacardi,57.5,16.0,Citrusy / Sour,Medium,global
Gin 2708,spirits/cocktails,Patron,58.25,17.0,Herbal / Floral,High,global
Scotch 2709,spirits/cocktails,Absolut,59.0,18.0,Smoky,High,global
Cognac 2710,wine,Smirnoff,59.75,19.0,Rich / Fruity,Medium,global
Vodka 2711,spirits/cocktails,Moet & Chandon,60.5,20.0,Dry / Crisp,High,global
Aged Bourbon 2712,spirits/cocktails,La Marca,61.25,21.0,Nutty / Woody,High,global
Bourbon 2713,spirits/cocktails,Barefoot,62.0,22.0,Sweet,Medium,global
Rye Whiskey 2714,spirits/cocktails,Robert Mondavi,62.75,23.0,Spicy,High,global
Gin 2715,spirits/cocktails,Kim Crawford,63.5,24.0,Citrusy / Sour,High,global
Gin 2716,spirits/cocktails,Crown Royal,64.25,25.0,Herbal / Floral,Medium,global
Scotch 2717,spirits/cocktails,Buffalo Trace,65.0,26.0,Smoky,High,global
Cognac 2718,wine,Bulleit,65.75,27.0,Rich / Fruity,High,global
Vodka 2719,spirits/cocktails,Captain Morgan,66.5,28.0,Dry / Crisp,Medium,global
Aged Bourbon 2720,spirits/cocktails,Don Julio,67.25,29.0,Nutty / Woody,High,global
Bourbon 2721,spirits/cocktails,Jameson,68.0,30.0,Sweet,High,global
Rye Whiskey 2722,spirits/cocktails,Jack Daniel's,68.75,31.0,Spicy,Medium,global
Gin 2723,spirits/cocktails,Johnnie Walker,69.5,32.0,Citrusy / Sour,High,global
Gin 2724,spirits/cocktails,Glenfiddich,70.25,33.0,Herbal / Floral,High,global
Scotch 2725,spirits/cocktails,Gordon's,71.0,34.0,Smoky,Medium,global
Cognac 2726,wine,Tanqueray,71.75,35.0,Rich / Fruity,High,global
Vodka 2727,spirits/cocktails,Bacardi,72.5,36.0,Dry / Crisp,High,global
Aged Bourbon 2728,spirits/cocktails,Patron,73.25,37.0,Nutty / Woody,Medium,global
Bourbon 2729,spirits/cocktails,Absolut,74.0,38.0,Sweet,High,global
Rye Whiskey 2730,spirits/cocktails,Smirnoff,74.75,39.0,Spicy,High,global
Gin 2731,spirits/cocktails,Moet & Chandon,75.5,5.0,Citrusy / Sour,Medium,global
Gin 2732,spirits/cocktails,La Marca,76.25,6.0,Herbal / Floral,High,global
Scotch 2733,spirits/cocktails,Barefoot,77.0,7.0,Smoky,High,global
Cognac 2734,wine,Robert Mondavi,77.75,8.0,Rich / Fruity,Medium,global
Vodka 2735,spirits/cocktails,Kim Crawford,78.5,9.0,Dry / Crisp,High,global
Aged Bourbon 2736,spirits/cocktails,Crown Royal,79.25,10.0,Nutty / Woody,High,global
Bourbon 2737,spirits/cocktails,Buffalo Trace,80.0,11.0,Sweet,Medium,global
Rye Whiskey 2738,spirits/cocktails,Bulleit,80.75,12.0,Spicy,High,global
Gin 2739,spirits/cocktails,Captain Morgan,81.5,13.0,Citrusy / Sour,High,global
Gin 2740,spirits/cocktails,Don Julio,82.25,14.0,Herbal / Floral,Medium,global
Scotch 2741,spirits/cocktails,Jameson,83.0,15.0,Smoky,High,global
Cognac 2742,wine,Jack Daniel's,83.75,16.0,Rich / Fruity,High,global
Vodka 2743,spirits/cocktails,Johnnie Walker,84.5,17.0,Dry / Crisp,Medium,global
Aged Bourbon 2744,spirits/cocktails,Glenfiddich,85.25,18.0,Nutty / Woody,High,global
Bourbon 2745,spirits/cocktails,Gordon's,86.0,19.0,Sweet,High,global
Rye Whiskey 2746,spirits/cocktails,Tanqueray,86.75,20.0,Spicy,Medium,global
Gin 2747,spirits/cocktails,Bacardi,87.5,21.0,Citrusy / Sour,High,global
Gin 2748,spirits/cocktails,Patron,88.25,22.0,Herbal / Floral,High,global
Scotch 2749,spirits/cocktails,Absolut,89.0,23.0,Smoky,Medium,global
Cognac 2750,wine,Smirnoff,89.75,24.0,Rich / Fruity,High,global
Vodka 2751,spirits/cocktails,Moet & Chandon,90.5,25.0,Dry / Crisp,High,global
Aged Bourbon 2752,spirits/cocktails,La Marca,91.25,26.0,Nutty / Woody,Medium,global
Bourbon 2753,spirits/cocktails,Barefoot,92.0,27.0,Sweet,High,global
Rye Whiskey 2754,spirits/cocktails,Robert Mondavi,92.75,28.0,Spicy,High,global
Gin 2755,spirits/cocktails,Kim Crawford,93.5,29.0,Citrusy / Sour,Medium,global
Gin 2756,spirits/cocktails,Crown Royal,94.25,30.0,Herbal / Floral,High,global
Scotch 2757,spirits/cocktails,Buffalo Trace,95.0,31.0,Smoky,High,global
Cognac 2758,wine,Bulleit,95.75,32.0,Rich / Fruity,Medium,global
Vodka 2759,spirits/cocktails,Captain Morgan,96.5,33.0,Dry / Crisp,High,global
Aged Bourbon 2760,spirits/cocktails,Don Julio,97.25,34.0,Nutty / Woody,High,global
